CustomerID,Total_Spending,Segment
13568.0,187.05,Medium Spend
13569.0,338.62,High Spend
13570.0,239.49,High Spend
13571.0,2088.94,High Spend
13572.0,1384.25,High Spend
13573.0,290.25,High Spend
13575.0,732.0699999999999,High Spend
13576.0,6703.3,High Spend
13577.0,1658.3,High Spend
13579.0,467.04,High Spend
13581.0,118.0,Medium Spend
13583.0,781.03,High Spend
13584.0,142.4,Medium Spend
13587.0,347.0,High Spend
13588.0,2445.12,High Spend
13589.0,379.65,High Spend
13590.0,1976.12,High Spend
13591.0,1117.13,High Spend
13592.0,247.95999999999998,High Spend
13593.0,1965.0800000000002,High Spend
13594.0,396.97,High Spend
13596.0,664.11,High Spend
13598.0,147.29,Medium Spend
13599.0,5026.85,High Spend
13600.0,219.52,High Spend
13601.0,693.32,High Spend
13602.0,428.89,High Spend
13603.0,164.34,Medium Spend
13606.0,276.75,High Spend
13607.0,675.51,High Spend
13610.0,1065.88,High Spend
13611.0,1140.8,High Spend
13614.0,1585.46,High Spend
13615.0,399.99,High Spend
13617.0,544.18,High Spend
13618.0,177.34,Medium Spend
13621.0,213.85,High Spend
13623.0,652.4,High Spend
13626.0,257.23,High Spend
13627.0,1624.02,High Spend
13629.0,7792.36,High Spend
13630.0,1995.68,High Spend
13631.0,3021.77,High Spend
13632.0,2114.68,High Spend
13634.0,1547.3600000000001,High Spend
13635.0,1071.03,High Spend
13636.0,941.62,High Spend
13637.0,804.3,High Spend
13638.0,122.64,Medium Spend
13639.0,1033.34,High Spend
13642.0,312.28,High Spend
13643.0,519.44,High Spend
13644.0,2597.52,High Spend
13645.0,252.1,High Spend
13647.0,1640.22,High Spend
13649.0,346.6,High Spend
13650.0,1809.34,High Spend
13651.0,94.2,Medium Spend
13652.0,1095.08,High Spend
13654.0,2707.33,High Spend
13655.0,932.97,High Spend
13656.0,379.65,High Spend
13657.0,382.14,High Spend
13658.0,2421.47,High Spend
13659.0,1540.65,High Spend
13662.0,862.58,High Spend
13663.0,189.47,Medium Spend
13666.0,84.65,Medium Spend
13667.0,299.05,High Spend
13668.0,6162.31,High Spend
13669.0,218.55,High Spend
13670.0,349.7,High Spend
13672.0,-71.46,Low Spend
13673.0,387.44,High Spend
13675.0,486.82000000000005,High Spend
13678.0,232.6,High Spend
13680.0,2199.01,High Spend
13681.0,827.83,High Spend
13682.0,59.5,Medium Spend
13684.0,62.13,Medium Spend
13685.0,3119.44,High Spend
13686.0,72.0,Medium Spend
13689.0,910.0,High Spend
13690.0,172.25,Medium Spend
13692.0,1466.8700000000001,High Spend
13693.0,-32.0,Low Spend
13694.0,62690.54,High Spend
13695.0,2504.13,High Spend
13697.0,151.29999999999998,Medium Spend
13699.0,308.58000000000004,High Spend
13700.0,2248.63,High Spend
13703.0,99.5,Medium Spend
13704.0,2295.31,High Spend
13705.0,711.86,High Spend
13706.0,330.79,High Spend
13707.0,806.41,High Spend
13708.0,285.33,High Spend
13709.0,6228.71,High Spend
13710.0,180.48,Medium Spend
13711.0,252.06,High Spend
13712.0,228.84,High Spend
13715.0,1051.99,High Spend
13716.0,138.28,Medium Spend
13717.0,1432.26,High Spend
13718.0,306.55,High Spend
13719.0,1041.68,High Spend
13720.0,799.9,High Spend
13721.0,524.14,High Spend
13722.0,2369.16,High Spend
13723.0,199.85000000000002,Medium Spend
13725.0,1809.81,High Spend
13726.0,1079.6599999999999,High Spend
13727.0,333.48,High Spend
13728.0,1016.14,High Spend
13730.0,752.6,High Spend
13731.0,610.59,High Spend
13732.0,491.86,High Spend
13735.0,2764.48,High Spend
13736.0,721.9,High Spend
13737.0,339.59999999999997,High Spend
13739.0,216.9,High Spend
13740.0,350.75,High Spend
13741.0,666.33,High Spend
13742.0,3079.27,High Spend
13743.0,1340.1499999999999,High Spend
13744.0,1080.52,High Spend
13745.0,291.54,High Spend
13747.0,79.6,Medium Spend
13748.0,948.25,High Spend
13750.0,1647.26,High Spend
13751.0,296.25,High Spend
13752.0,1175.38,High Spend
13753.0,741.26,High Spend
13754.0,282.59999999999997,High Spend
13755.0,2101.39,High Spend
13756.0,5145.12,High Spend
13758.0,3190.55,High Spend
13759.0,659.4100000000001,High Spend
13760.0,286.79,High Spend
13761.0,1070.65,High Spend
13762.0,3.552713678800501e-15,Low Spend
13763.0,1689.46,High Spend
13764.0,1519.42,High Spend
13767.0,16945.71,High Spend
13769.0,2771.87,High Spend
13771.0,2631.7,High Spend
13772.0,1122.63,High Spend
13774.0,345.0,High Spend
13777.0,25748.350000000002,High Spend
13778.0,178.7,Medium Spend
13780.0,360.01,High Spend
13781.0,127.84,Medium Spend
13782.0,908.86,High Spend
13784.0,2462.79,High Spend
13786.0,230.39999999999998,High Spend
13787.0,309.04,High Spend
13790.0,348.8,High Spend
13791.0,1047.68,High Spend
13792.0,195.55,Medium Spend
13798.0,36352.87,High Spend
13799.0,688.86,High Spend
13800.0,558.32,High Spend
13801.0,324.8,High Spend
13802.0,3906.27,High Spend
13803.0,277.07,High Spend
13804.0,2588.39,High Spend
13805.0,924.6,High Spend
13806.0,256.38,High Spend
13807.0,112.6,Medium Spend
13808.0,1747.66,High Spend
13809.0,155.05,Medium Spend
13810.0,899.51,High Spend
13811.0,591.75,High Spend
13812.0,539.0,High Spend
13813.0,1353.41,High Spend
13814.0,1562.12,High Spend
13815.0,4014.91,High Spend
13816.0,555.04,High Spend
13817.0,382.98,High Spend
13819.0,1140.35,High Spend
13821.0,385.64,High Spend
13822.0,632.0,High Spend
13823.0,957.66,High Spend
13824.0,1698.94,High Spend
13826.0,174.65,Medium Spend
13827.0,409.8,High Spend
13828.0,209.49,High Spend
13829.0,-102.0,Low Spend
13831.0,2198.45,High Spend
13832.0,40.949999999999996,Low Spend
13833.0,383.85,High Spend
13835.0,834.57,High Spend
13837.0,266.59000000000003,High Spend
13838.0,674.82,High Spend
13841.0,85.0,Medium Spend
13842.0,3385.62,High Spend
13844.0,361.62,High Spend
13845.0,312.98,High Spend
13846.0,847.61,High Spend
13848.0,1255.0,High Spend
13849.0,1537.95,High Spend
13850.0,1586.81,High Spend
13851.0,2651.46,High Spend
13853.0,1056.94,High Spend
13854.0,8025.0199999999995,High Spend
13856.0,363.4,High Spend
13858.0,216.17,High Spend
13859.0,201.16,High Spend
13860.0,1240.0,High Spend
13862.0,2187.31,High Spend
13863.0,299.56,High Spend
13865.0,501.56,High Spend
13866.0,145.67000000000002,Medium Spend
13867.0,1005.09,High Spend
13868.0,3192.54,High Spend
13869.0,3083.65,High Spend
13870.0,2751.25,High Spend
13871.0,6389.8,High Spend
13873.0,381.7,High Spend
13874.0,540.45,High Spend
13875.0,1786.79,High Spend
13876.0,122.7,Medium Spend
13877.0,117.24,Medium Spend
13878.0,1271.57,High Spend
13880.0,3219.77,High Spend
13881.0,16989.52,High Spend
13882.0,1131.28,High Spend
13883.0,2538.75,High Spend
13884.0,781.3000000000001,High Spend
13885.0,506.8,High Spend
13886.0,243.56,High Spend
13887.0,349.55,High Spend
13888.0,595.67,High Spend
13889.0,416.90000000000003,High Spend
13890.0,1860.8600000000001,High Spend
13892.0,632.97,High Spend
13893.0,821.1,High Spend
13894.0,535.97,High Spend
13895.0,2588.12,High Spend
13897.0,311.16,High Spend
13898.0,155.93,Medium Spend
13899.0,388.52,High Spend
13900.0,740.95,High Spend
13901.0,2867.2,High Spend
13904.0,332.64,High Spend
13908.0,2347.05,High Spend
13911.0,2580.91,High Spend
13914.0,613.95,High Spend
13917.0,272.04,High Spend
13918.0,1212.8400000000001,High Spend
13919.0,350.15999999999997,High Spend
13922.0,172.25,Medium Spend
13923.0,351.13,High Spend
13924.0,1682.08,High Spend
13925.0,616.65,High Spend
13926.0,223.85000000000002,High Spend
13927.0,348.99,High Spend
13928.0,464.57,High Spend
13929.0,802.85,High Spend
13930.0,337.34,High Spend
13931.0,1230.93,High Spend
13932.0,307.4,High Spend
13933.0,608.7900000000001,High Spend
13934.0,922.1,High Spend
13936.0,361.28,High Spend
13937.0,158.85,Medium Spend
13938.0,71.66,Medium Spend
13939.0,556.75,High Spend
13940.0,839.14,High Spend
13941.0,4912.41,High Spend
13946.0,561.5699999999999,High Spend
13947.0,90.6,Medium Spend
13948.0,102.0,Medium Spend
13949.0,2427.32,High Spend
13950.0,728.56,High Spend
13951.0,674.45,High Spend
13952.0,3246.091,High Spend
13953.0,3515.68,High Spend
13954.0,378.59,High Spend
13955.0,322.96,High Spend
13956.0,1019.27,High Spend
13958.0,-102.45,Low Spend
13959.0,594.04,High Spend
13960.0,230.22,High Spend
13962.0,169.55,Medium Spend
13963.0,664.54,High Spend
13967.0,80.7,Medium Spend
13969.0,8956.92,High Spend
13971.0,2702.2200000000003,High Spend
13972.0,190.25,Medium Spend
13973.0,264.7,High Spend
13974.0,413.59000000000003,High Spend
13975.0,2438.19,High Spend
13976.0,357.98,High Spend
13978.0,196.79000000000002,Medium Spend
13979.0,869.87,High Spend
13980.0,200.14,High Spend
13982.0,1861.11,High Spend
13983.0,2590.46,High Spend
13984.0,488.03,High Spend
13985.0,7024.53,High Spend
13986.0,320.46,High Spend
13988.0,4098.8,High Spend
13989.0,1266.08,High Spend
13990.0,311.3,High Spend
13991.0,847.54,High Spend
13992.0,76.8,Medium Spend
13993.0,3409.66,High Spend
13994.0,2274.14,High Spend
13995.0,1383.49,High Spend
13999.0,3865.26,High Spend
14000.0,633.71,High Spend
14001.0,2030.3300000000002,High Spend
14002.0,529.73,High Spend
14004.0,4582.64,High Spend
14005.0,2874.72,High Spend
14006.0,962.19,High Spend
14009.0,685.9300000000001,High Spend
14012.0,328.8,High Spend
14013.0,473.02,High Spend
14014.0,505.18,High Spend
14015.0,917.34,High Spend
14016.0,4328.46,High Spend
14019.0,1398.96,High Spend
14020.0,642.8,High Spend
14021.0,631.9,High Spend
14022.0,440.0,High Spend
14023.0,584.07,High Spend
14024.0,327.7,High Spend
14027.0,104.82,Medium Spend
14029.0,467.66,High Spend
14030.0,2358.84,High Spend
14031.0,14634.640000000001,High Spend
14032.0,2929.84,High Spend
14034.0,509.09,High Spend
14035.0,1428.02,High Spend
14036.0,626.65,High Spend
14037.0,147.20000000000002,Medium Spend
14038.0,1554.48,High Spend
14039.0,152.2,Medium Spend
14040.0,3487.59,High Spend
14041.0,141.41,Medium Spend
14044.0,646.42,High Spend
14045.0,1659.75,High Spend
14046.0,154.99,Medium Spend
14047.0,1290.01,High Spend
14048.0,375.13,High Spend
14049.0,5536.15,High Spend
14050.0,746.36,High Spend
14051.0,15477.34,High Spend
14052.0,225.36,High Spend
14053.0,260.25,High Spend
14054.0,92.46,Medium Spend
14055.0,725.6400000000001,High Spend
14056.0,8062.46,High Spend
14057.0,6141.099999999999,High Spend
14059.0,183.6,Medium Spend
14060.0,6135.38,High Spend
14062.0,10464.85,High Spend
14064.0,1168.92,High Spend
14066.0,152.55,Medium Spend
14067.0,374.7,High Spend
14068.0,265.85,High Spend
14071.0,1306.16,High Spend
14073.0,139.54,Medium Spend
14075.0,942.26,High Spend
14076.0,118.67,Medium Spend
14077.0,499.41999999999996,High Spend
14078.0,1049.37,High Spend
14079.0,375.1,High Spend
14080.0,45.599999999999994,Low Spend
14081.0,891.77,High Spend
14082.0,182.25,Medium Spend
14083.0,1002.9,High Spend
14085.0,4408.54,High Spend
14087.0,178.72,Medium Spend
14088.0,50415.49,High Spend
14089.0,158.75,Medium Spend
14090.0,76.32000000000001,Medium Spend
14092.0,4063.1,High Spend
14093.0,433.86,High Spend
14096.0,57120.909999999996,High Spend
14098.0,147.35,Medium Spend
14099.0,3092.9700000000003,High Spend
14100.0,191.95000000000002,Medium Spend
14101.0,5976.79,High Spend
14102.0,1060.33,High Spend
14104.0,216.20999999999998,High Spend
14105.0,1260.33,High Spend
14107.0,2688.48,High Spend
14108.0,594.16,High Spend
14109.0,80.2,Medium Spend
14110.0,5669.65,High Spend
14111.0,688.6,High Spend
14112.0,2774.17,High Spend
14113.0,1377.92,High Spend
14114.0,386.53,High Spend
14116.0,1382.74,High Spend
14117.0,90.0,Medium Spend
14119.0,-19.9,Low Spend
14121.0,2740.3,High Spend
14124.0,419.58000000000004,High Spend
14125.0,2720.63,High Spend
14126.0,643.6300000000001,High Spend
14127.0,709.71,High Spend
14128.0,637.5,High Spend
14129.0,1123.8600000000001,High Spend
14130.0,480.91,High Spend
14132.0,3580.13,High Spend
14133.0,590.3399999999999,High Spend
14135.0,4690.31,High Spend
14138.0,965.8800000000001,High Spend
14139.0,415.82,High Spend
14140.0,920.05,High Spend
14141.0,879.0300000000001,High Spend
14142.0,311.81,High Spend
14143.0,115.8,Medium Spend
14145.0,3148.2,High Spend
14146.0,2949.57,High Spend
14147.0,468.4,High Spend
14148.0,157.2,Medium Spend
14149.0,259.43,High Spend
14150.0,658.64,High Spend
14152.0,611.09,High Spend
14154.0,1345.62,High Spend
14155.0,118.75,Medium Spend
14156.0,113214.59,High Spend
14157.0,392.44,High Spend
14158.0,507.66,High Spend
14159.0,4615.64,High Spend
14161.0,1097.6200000000001,High Spend
14162.0,289.36,High Spend
14163.0,2445.91,High Spend
14164.0,1631.77,High Spend
14165.0,120.44,Medium Spend
14167.0,562.59,High Spend
14171.0,363.79,High Spend
14173.0,450.84,High Spend
14174.0,134.46,Medium Spend
14175.0,3108.06,High Spend
14176.0,574.0,High Spend
14177.0,544.51,High Spend
14178.0,1600.26,High Spend
14179.0,701.57,High Spend
14180.0,4640.77,High Spend
14184.0,452.89,High Spend
14185.0,197.65,Medium Spend
14188.0,2018.91,High Spend
14189.0,4604.31,High Spend
14191.0,4660.01,High Spend
14193.0,853.39,High Spend
14194.0,11216.75,High Spend
14195.0,962.7,High Spend
14196.0,335.52,High Spend
14198.0,663.5,High Spend
14199.0,185.39999999999998,Medium Spend
14201.0,688.04,High Spend
14204.0,150.61,Medium Spend
14205.0,218.78,High Spend
14206.0,308.26,High Spend
14208.0,151.74,Medium Spend
14209.0,2067.13,High Spend
14210.0,1900.89,High Spend
14211.0,2208.3,High Spend
14212.0,1070.48,High Spend
14213.0,-1192.2,Low Spend
14214.0,1000.23,High Spend
14215.0,1777.92,High Spend
14216.0,1839.3,High Spend
14217.0,1925.3600000000001,High Spend
14218.0,169.48000000000002,Medium Spend
14219.0,89.94,Medium Spend
14220.0,632.4,High Spend
14221.0,3427.85,High Spend
14222.0,683.17,High Spend
14223.0,975.23,High Spend
14224.0,1009.73,High Spend
14226.0,2184.2400000000002,High Spend
14227.0,3315.71,High Spend
14229.0,1450.6,High Spend
14231.0,822.0600000000001,High Spend
14232.0,2043.93,High Spend
14233.0,1447.51,High Spend
14234.0,754.12,High Spend
14235.0,3093.86,High Spend
14236.0,490.86,High Spend
14237.0,161.0,Medium Spend
14238.0,146.85,Medium Spend
14239.0,2323.5,High Spend
14240.0,890.34,High Spend
14241.0,213.70000000000002,High Spend
14242.0,280.55,High Spend
14243.0,2535.88,High Spend
14245.0,1677.48,High Spend
14246.0,1474.06,High Spend
14247.0,136.76999999999998,Medium Spend
14248.0,302.58,High Spend
14250.0,1904.05,High Spend
14251.0,2879.7000000000003,High Spend
14256.0,935.0600000000001,High Spend
14257.0,3087.27,High Spend
14258.0,12650.08,High Spend
14259.0,120.0,Medium Spend
14261.0,1163.45,High Spend
14262.0,2618.23,High Spend
14264.0,319.47,High Spend
14265.0,530.18,High Spend
14267.0,1279.09,High Spend
14270.0,492.65000000000003,High Spend
14271.0,112.32,Medium Spend
14272.0,437.96,High Spend
14273.0,559.97,High Spend
14276.0,1019.39,High Spend
14277.0,3928.8,High Spend
14280.0,134.04,Medium Spend
14282.0,3701.44,High Spend
14284.0,578.45,High Spend
14285.0,1910.01,High Spend
14286.0,4595.81,High Spend
14287.0,151.23000000000002,Medium Spend
14288.0,413.85,High Spend
14289.0,911.26,High Spend
14290.0,2307.4500000000003,High Spend
14291.0,3873.3,High Spend
14292.0,4819.33,High Spend
14293.0,1046.56,High Spend
14295.0,154.70000000000002,Medium Spend
14297.0,1284.06,High Spend
14298.0,50862.44,High Spend
14299.0,2855.35,High Spend
14300.0,43.2,Low Spend
14301.0,632.04,High Spend
14304.0,197.1,Medium Spend
14305.0,1803.76,High Spend
14306.0,2083.42,High Spend
14307.0,2995.72,High Spend
14309.0,2319.68,High Spend
14311.0,229.71,High Spend
14312.0,1611.59,High Spend
14314.0,120.0,Medium Spend
14315.0,2456.98,High Spend
14317.0,508.58000000000004,High Spend
14320.0,343.11,High Spend
14321.0,1530.75,High Spend
14323.0,574.26,High Spend
14326.0,166.85,Medium Spend
14327.0,311.65,High Spend
14329.0,4889.14,High Spend
14331.0,462.65999999999997,High Spend
14332.0,840.21,High Spend
14333.0,351.45,High Spend
14334.0,2539.46,High Spend
14335.0,454.86,High Spend
14336.0,1614.91,High Spend
14338.0,554.22,High Spend
14339.0,289.90999999999997,High Spend
14340.0,134.7,Medium Spend
14341.0,2151.08,High Spend
14342.0,607.71,High Spend
14344.0,889.9300000000001,High Spend
14345.0,108.97999999999999,Medium Spend
14346.0,1021.58,High Spend
14348.0,409.57,High Spend
14349.0,133.5,Medium Spend
14350.0,258.7,High Spend
14351.0,51.0,Medium Spend
14352.0,1078.96,High Spend
14353.0,90.6,Medium Spend
14354.0,163.62,Medium Spend
14355.0,174.4,Medium Spend
14356.0,666.9399999999999,High Spend
14357.0,225.12,High Spend
14359.0,882.58,High Spend
14360.0,2118.03,High Spend
14362.0,151.5,Medium Spend
14364.0,3717.35,High Spend
14367.0,9134.12,High Spend
14368.0,155.0,Medium Spend
14371.0,100.5,Medium Spend
14373.0,76.55,Medium Spend
14375.0,235.56,High Spend
14377.0,617.05,High Spend
14379.0,348.1,High Spend
14381.0,202.68,High Spend
14382.0,615.49,High Spend
14383.0,1247.69,High Spend
14385.0,202.11,High Spend
14386.0,142.4,Medium Spend
14387.0,1727.6,High Spend
14388.0,3172.04,High Spend
14389.0,999.72,High Spend
14390.0,4582.22,High Spend
14393.0,67.95,Medium Spend
14395.0,3444.11,High Spend
14396.0,487.99,High Spend
14397.0,2556.68,High Spend
14400.0,559.7,High Spend
14401.0,4039.98,High Spend
14403.0,1426.31,High Spend
14404.0,1409.72,High Spend
14406.0,156.75,Medium Spend
14407.0,2111.08,High Spend
14408.0,2599.03,High Spend
14409.0,1908.25,High Spend
14410.0,573.45,High Spend
14411.0,1063.0,High Spend
14412.0,761.3299999999999,High Spend
14413.0,121.05,Medium Spend
14414.0,1485.1299999999999,High Spend
14415.0,5766.85,High Spend
14416.0,490.22,High Spend
14418.0,1937.25,High Spend
14419.0,1051.79,High Spend
14420.0,385.87,High Spend
14421.0,813.11,High Spend
14422.0,4263.64,High Spend
14423.0,265.2,High Spend
14424.0,322.08,High Spend
14426.0,3918.9,High Spend
14427.0,363.34000000000003,High Spend
14428.0,1209.3700000000001,High Spend
14431.0,423.26,High Spend
14432.0,2248.5,High Spend
14434.0,1372.8,High Spend
14436.0,89.06,Medium Spend
14437.0,-43.400000000000006,Low Spend
14438.0,131.9,Medium Spend
14439.0,2661.24,High Spend
14440.0,2357.6800000000003,High Spend
14441.0,1545.14,High Spend
14442.0,1544.62,High Spend
14443.0,1400.88,High Spend
14446.0,1010.35,High Spend
14447.0,1163.23,High Spend
14448.0,375.35,High Spend
14449.0,885.8,High Spend
14450.0,483.25,High Spend
14451.0,643.9,High Spend
14452.0,259.05,High Spend
14453.0,119.93,Medium Spend
14456.0,3002.5099999999998,High Spend
14457.0,113.64,Medium Spend
14459.0,1837.92,High Spend
14460.0,383.34,High Spend
14461.0,2103.06,High Spend
14462.0,1942.45,High Spend
14463.0,529.62,High Spend
14465.0,1038.44,High Spend
14466.0,2272.4,High Spend
14467.0,596.26,High Spend
14470.0,461.19,High Spend
14472.0,1852.67,High Spend
14473.0,234.34000000000003,High Spend
14474.0,537.71,High Spend
14475.0,799.82,High Spend
14476.0,193.0,Medium Spend
14477.0,1307.81,High Spend
14479.0,316.25,High Spend
14480.0,279.05,High Spend
14481.0,636.51,High Spend
14482.0,2022.81,High Spend
14483.0,129.2,Medium Spend
14484.0,321.92,High Spend
14485.0,162.8,Medium Spend
14487.0,1152.73,High Spend
14488.0,1047.43,High Spend
14489.0,463.38,High Spend
14491.0,340.93,High Spend
14493.0,2362.84,High Spend
14494.0,139.56,Medium Spend
14495.0,123.8,Medium Spend
14496.0,538.8100000000001,High Spend
14497.0,457.47,High Spend
14498.0,1957.32,High Spend
14499.0,808.44,High Spend
14500.0,356.85,High Spend
14501.0,190.31,Medium Spend
14502.0,2310.18,High Spend
14503.0,3543.26,High Spend
14504.0,673.26,High Spend
14505.0,5772.49,High Spend
14506.0,1960.65,High Spend
14507.0,1352.88,High Spend
14508.0,268.05,High Spend
14511.0,1267.4099999999999,High Spend
14512.0,275.28,High Spend
14513.0,438.49,High Spend
14514.0,990.2,High Spend
14515.0,2076.89,High Spend
14517.0,330.45,High Spend
14518.0,174.37,Medium Spend
14520.0,270.6,High Spend
14522.0,974.54,High Spend
14523.0,241.09,High Spend
14524.0,1843.83,High Spend
14525.0,4105.07,High Spend
14527.0,7709.69,High Spend
14528.0,364.21999999999997,High Spend
14529.0,578.61,High Spend
14530.0,2862.11,High Spend
14532.0,932.85,High Spend
14533.0,1812.6200000000001,High Spend
14534.0,4025.6,High Spend
14535.0,2831.7400000000002,High Spend
14536.0,170.95,Medium Spend
14537.0,355.56,High Spend
14538.0,388.25,High Spend
14539.0,537.48,High Spend
14540.0,952.66,High Spend
14541.0,1453.35,High Spend
14542.0,103.25,Medium Spend
14543.0,2916.17,High Spend
14544.0,2004.3,High Spend
14546.0,2482.86,High Spend
14547.0,3953.9500000000003,High Spend
14548.0,652.8,High Spend
14549.0,289.24,High Spend
14550.0,757.37,High Spend
14551.0,186.23,Medium Spend
14552.0,164.22,Medium Spend
14553.0,859.27,High Spend
14554.0,2279.4900000000002,High Spend
14555.0,312.54,High Spend
14557.0,0.0,Low Spend
14560.0,2174.18,High Spend
14561.0,1080.76,High Spend
14562.0,4676.62,High Spend
14565.0,3073.77,High Spend
14566.0,1432.0,High Spend
14567.0,1524.46,High Spend
14569.0,227.39,High Spend
14570.0,218.06,High Spend
14572.0,2775.39,High Spend
14573.0,1590.12,High Spend
14576.0,35.400000000000006,Low Spend
14577.0,859.71,High Spend
14578.0,168.63,Medium Spend
14581.0,138.6,Medium Spend
14582.0,114.11,Medium Spend
14583.0,986.96,High Spend
14584.0,1020.06,High Spend
14585.0,157.05,Medium Spend
14586.0,134.16,Medium Spend
14587.0,1577.39,High Spend
14589.0,39.75,Low Spend
14591.0,1320.21,High Spend
14592.0,557.94,High Spend
14593.0,617.15,High Spend
14594.0,363.33,High Spend
14595.0,1740.6,High Spend
14597.0,866.24,High Spend
14598.0,221.97,High Spend
14600.0,393.33000000000004,High Spend
14601.0,213.96,High Spend
14603.0,660.0,High Spend
14606.0,11633.35,High Spend
14607.0,10981.1,High Spend
14608.0,1785.15,High Spend
14609.0,601.56,High Spend
14616.0,406.08000000000004,High Spend
14618.0,538.59,High Spend
14619.0,379.51,High Spend
14620.0,393.28000000000003,High Spend
14621.0,1765.76,High Spend
14622.0,320.58000000000004,High Spend
14623.0,866.8000000000001,High Spend
14624.0,225.85,High Spend
14625.0,848.48,High Spend
14626.0,2757.07,High Spend
14627.0,-21.85,Low Spend
14628.0,671.96,High Spend
14629.0,935.46,High Spend
14631.0,1006.98,High Spend
14632.0,114.56,Medium Spend
14633.0,344.90000000000003,High Spend
14636.0,609.85,High Spend
14638.0,443.6,High Spend
14639.0,2952.34,High Spend
14640.0,2024.45,High Spend
14641.0,110.46,Medium Spend
14642.0,96.12,Medium Spend
14643.0,668.61,High Spend
14644.0,780.46,High Spend
14645.0,597.09,High Spend
14646.0,279489.02,High Spend
14647.0,236.04000000000002,High Spend
14649.0,1402.59,High Spend
14651.0,653.75,High Spend
14652.0,114.18,Medium Spend
14653.0,1926.65,High Spend
14655.0,1930.15,High Spend
14656.0,291.05,High Spend
14657.0,838.27,High Spend
14658.0,247.15,High Spend
14659.0,2456.53,High Spend
14660.0,285.74,High Spend
14661.0,107.95,Medium Spend
14662.0,741.37,High Spend
14664.0,636.24,High Spend
14665.0,1258.38,High Spend
14666.0,195.25,Medium Spend
14667.0,9165.04,High Spend
14669.0,1259.24,High Spend
14670.0,392.86,High Spend
14672.0,765.55,High Spend
14673.0,1736.4,High Spend
14675.0,596.36,High Spend
14676.0,2543.2400000000002,High Spend
14679.0,-2.55,Low Spend
14680.0,26932.34,High Spend
14681.0,498.95,High Spend
14682.0,52.0,Medium Spend
14684.0,1201.51,High Spend
14687.0,628.38,High Spend
14688.0,5055.61,High Spend
14689.0,112.8,Medium Spend
14690.0,341.96,High Spend
14691.0,2114.33,High Spend
14692.0,582.05,High Spend
14693.0,172.9,Medium Spend
14696.0,2070.97,High Spend
14697.0,188.60999999999999,Medium Spend
14698.0,1217.27,High Spend
14699.0,109.13000000000001,Medium Spend
14700.0,2195.1,High Spend
14701.0,2462.94,High Spend
14702.0,3210.29,High Spend
14703.0,318.17,High Spend
14704.0,1493.96,High Spend
14705.0,179.0,Medium Spend
14708.0,1096.67,High Spend
14709.0,4911.14,High Spend
14710.0,599.48,High Spend
14711.0,2809.02,High Spend
14712.0,917.07,High Spend
14713.0,2660.1,High Spend
14714.0,160.19,Medium Spend
14715.0,867.38,High Spend
14716.0,307.51,High Spend
14719.0,1571.89,High Spend
14720.0,663.81,High Spend
14722.0,180.42000000000002,Medium Spend
14723.0,1122.3600000000001,High Spend
14725.0,655.58,High Spend
14727.0,268.58,High Spend
14729.0,313.49,High Spend
14730.0,1897.57,High Spend
14731.0,380.02,High Spend
14732.0,2686.34,High Spend
14733.0,9451.54,High Spend
14735.0,5807.6900000000005,High Spend
14737.0,1164.55,High Spend
14738.0,1289.94,High Spend
14739.0,3899.1,High Spend
14740.0,1423.21,High Spend
14741.0,1400.34,High Spend
14744.0,1088.53,High Spend
14745.0,1167.16,High Spend
14747.0,294.3,High Spend
14748.0,1311.79,High Spend
14752.0,389.64,High Spend
14753.0,563.15,High Spend
14754.0,638.05,High Spend
14755.0,4965.38,High Spend
14756.0,738.96,High Spend
14757.0,420.5,High Spend
14758.0,1484.06,High Spend
14759.0,1625.97,High Spend
14760.0,53.8,Medium Spend
14761.0,255.9,High Spend
14762.0,300.52,High Spend
14764.0,250.55,High Spend
14765.0,254.11,High Spend
14766.0,2423.07,High Spend
14768.0,139.5,Medium Spend
14769.0,10383.83,High Spend
14770.0,876.42,High Spend
14772.0,139.26,Medium Spend
14775.0,1011.9,High Spend
14776.0,2195.58,High Spend
14777.0,-17.45,Low Spend
14778.0,730.86,High Spend
14779.0,386.15,High Spend
14780.0,447.68,High Spend
14782.0,200.10000000000002,High Spend
14784.0,289.99,High Spend
14785.0,77.4,Medium Spend
14788.0,679.4399999999999,High Spend
14789.0,197.64,Medium Spend
14790.0,745.06,High Spend
14792.0,0.0,Low Spend
14793.0,214.14,High Spend
14794.0,1272.11,High Spend
14795.0,131.45000000000002,Medium Spend
14796.0,7792.51,High Spend
14798.0,173.74,Medium Spend
14799.0,157.7,Medium Spend
14800.0,4228.39,High Spend
14801.0,189.34,Medium Spend
14803.0,845.55,High Spend
14804.0,353.27,High Spend
14805.0,546.4,High Spend
14806.0,193.39000000000001,Medium Spend
14808.0,2152.8,High Spend
14810.0,2085.33,High Spend
14813.0,152.88,Medium Spend
14815.0,778.5,High Spend
14816.0,271.85,High Spend
14817.0,1110.34,High Spend
14818.0,657.8,High Spend
14819.0,272.07,High Spend
14820.0,507.29,High Spend
14821.0,48.800000000000004,Low Spend
14823.0,321.43,High Spend
14824.0,1127.71,High Spend
14825.0,2221.01,High Spend
14828.0,2139.76,High Spend
14829.0,644.65,High Spend
14830.0,188.88,Medium Spend
14834.0,1698.35,High Spend
